,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin
239,240,0,2,male,33.0,0,0,12.275,C
240,241,0,3,female,29.69911764705882,1,0,14.4542,C
241,242,1,3,female,29.69911764705882,1,0,15.5,C
242,243,0,2,male,29.0,0,0,10.5,C
243,244,0,3,male,22.0,0,0,7.125,C
244,245,0,3,male,30.0,0,0,7.225,C
245,246,0,1,male,44.0,2,0,90.0,C
246,247,0,3,female,25.0,0,0,7.775,C
247,248,1,2,female,24.0,0,2,14.5,C
248,249,1,1,male,37.0,1,1,52.5542,D
249,250,0,2,male,54.0,1,0,26.0,C
250,251,0,3,male,29.69911764705882,0,0,7.25,C
251,252,0,3,female,29.0,1,1,10.4625,G
252,253,0,1,male,62.0,0,0,26.55,C
253,254,0,3,male,30.0,1,0,16.1,C
254,255,0,3,female,41.0,0,2,20.2125,C
255,256,1,3,female,29.0,0,2,15.2458,C
256,257,1,1,female,29.69911764705882,0,0,79.2,C
257,258,1,1,female,30.0,0,0,86.5,B
258,259,1,1,female,35.0,0,0,512.3292,C
259,260,1,2,female,50.0,0,1,26.0,C
260,261,0,3,male,29.69911764705882,0,0,7.75,C
261,262,1,3,male,3.0,4,2,31.3875,C
262,263,0,1,male,52.0,1,1,79.65,E
263,264,0,1,male,40.0,0,0,0.0,B
264,265,0,3,female,29.69911764705882,0,0,7.75,C
265,266,0,2,male,36.0,0,0,10.5,C
266,267,0,3,male,16.0,4,1,39.6875,C
267,268,1,3,male,25.0,1,0,7.775,C
268,269,1,1,female,58.0,0,1,153.4625,C
269,270,1,1,female,35.0,0,0,135.6333,C
270,271,0,1,male,29.69911764705882,0,0,31.0,C
271,272,1,3,male,25.0,0,0,0.0,C
272,273,1,2,female,41.0,0,1,19.5,C
273,274,0,1,male,37.0,0,1,29.7,C
274,275,1,3,female,29.69911764705882,0,0,7.75,C
275,276,1,1,female,63.0,1,0,77.9583,D
276,277,0,3,female,45.0,0,0,7.75,C
277,278,0,2,male,29.69911764705882,0,0,0.0,C
278,279,0,3,male,7.0,4,1,29.125,C
279,280,1,3,female,35.0,1,1,20.25,C
280,281,0,3,male,65.0,0,0,7.75,C
281,282,0,3,male,28.0,0,0,7.8542,C
282,283,0,3,male,16.0,0,0,9.5,C
283,284,1,3,male,19.0,0,0,8.05,C
284,285,0,1,male,29.69911764705882,0,0,26.0,A
285,286,0,3,male,33.0,0,0,8.6625,C
286,287,1,3,male,30.0,0,0,9.5,C
287,288,0,3,male,22.0,0,0,7.8958,C
288,289,1,2,male,42.0,0,0,13.0,C
289,290,1,3,female,22.0,0,0,7.75,C
290,291,1,1,female,26.0,0,0,78.85,C
291,292,1,1,female,19.0,1,0,91.0792,B
292,293,0,2,male,36.0,0,0,12.875,D
293,294,0,3,female,24.0,0,0,8.85,C
294,295,0,3,male,24.0,0,0,7.8958,C
295,296,0,1,male,29.69911764705882,0,0,27.7208,C
296,297,0,3,male,23.5,0,0,7.2292,C
297,298,0,1,female,2.0,1,2,151.55,C
298,299,1,1,male,29.69911764705882,0,0,30.5,C
299,300,1,1,female,50.0,0,1,247.5208,B
300,301,1,3,female,29.69911764705882,0,0,7.75,C
301,302,1,3,male,29.69911764705882,2,0,23.25,C
302,303,0,3,male,19.0,0,0,0.0,C
303,304,1,2,female,29.69911764705882,0,0,12.35,E
304,305,0,3,male,29.69911764705882,0,0,8.05,C
305,306,1,1,male,0.92,1,2,151.55,C
306,307,1,1,female,29.69911764705882,0,0,110.8833,C
307,308,1,1,female,17.0,1,0,108.9,C
308,309,0,2,male,30.0,1,0,24.0,C
309,310,1,1,female,30.0,0,0,56.9292,E
310,311,1,1,female,24.0,0,0,83.1583,C
311,312,1,1,female,18.0,2,2,262.375,B
312,313,0,2,female,26.0,1,1,26.0,C
313,314,0,3,male,28.0,0,0,7.8958,C
314,315,0,2,male,43.0,1,1,26.25,C
315,316,1,3,female,26.0,0,0,7.8542,C
316,317,1,2,female,24.0,1,0,26.0,C
317,318,0,2,male,54.0,0,0,14.0,C
318,319,1,1,female,31.0,0,2,164.8667,C
319,320,1,1,female,40.0,1,1,134.5,E
320,321,0,3,male,22.0,0,0,7.25,C
321,322,0,3,male,27.0,0,0,7.8958,C
322,323,1,2,female,30.0,0,0,12.35,C
323,324,1,2,female,22.0,1,1,29.0,C
324,325,0,3,male,29.69911764705882,8,2,69.55,C
325,326,1,1,female,36.0,0,0,135.6333,C
326,327,0,3,male,61.0,0,0,6.2375,C
327,328,1,2,female,36.0,0,0,13.0,D
328,329,1,3,female,31.0,1,1,20.525,C
329,330,1,1,female,16.0,0,1,57.9792,B
330,331,1,3,female,29.69911764705882,2,0,23.25,C
331,332,0,1,male,45.5,0,0,28.5,C
332,333,0,1,male,38.0,0,1,153.4625,C
333,334,0,3,male,16.0,2,0,18.0,C
334,335,1,1,female,29.69911764705882,1,0,133.65,C
335,336,0,3,male,29.69911764705882,0,0,7.8958,C
336,337,0,1,male,29.0,1,0,66.6,C
337,338,1,1,female,41.0,0,0,134.5,E
338,339,1,3,male,45.0,0,0,8.05,C
339,340,0,1,male,45.0,0,0,35.5,T
340,341,1,2,male,2.0,1,1,26.0,F
341,342,1,1,female,24.0,3,2,263.0,C
342,343,0,2,male,28.0,0,0,13.0,C
343,344,0,2,male,25.0,0,0,13.0,C
344,345,0,2,male,36.0,0,0,13.0,C
345,346,1,2,female,24.0,0,0,13.0,F
346,347,1,2,female,40.0,0,0,13.0,C
347,348,1,3,female,29.69911764705882,1,0,16.1,C
348,349,1,3,male,3.0,1,1,15.9,C
349,350,0,3,male,42.0,0,0,8.6625,C
350,351,0,3,male,23.0,0,0,9.225,C
351,352,0,1,male,29.69911764705882,0,0,35.0,C
352,353,0,3,male,15.0,1,1,7.2292,C
353,354,0,3,male,25.0,1,0,17.8,C
354,355,0,3,male,29.69911764705882,0,0,7.225,C
355,356,0,3,male,28.0,0,0,9.5,C
356,357,1,1,female,22.0,0,1,55.0,E
357,358,0,2,female,38.0,0,0,13.0,C
358,359,1,3,female,29.69911764705882,0,0,7.8792,C
359,360,1,3,female,29.69911764705882,0,0,7.8792,C
360,361,0,3,male,40.0,1,4,27.9,C
361,362,0,2,male,29.0,1,0,27.7208,C
362,363,0,3,female,45.0,0,1,14.4542,C
363,364,0,3,male,35.0,0,0,7.05,C
364,365,0,3,male,29.69911764705882,1,0,15.5,C
365,366,0,3,male,30.0,0,0,7.25,C
366,367,1,1,female,60.0,1,0,75.25,D
367,368,1,3,female,29.69911764705882,0,0,7.2292,C
368,369,1,3,female,29.69911764705882,0,0,7.75,C
369,370,1,1,female,24.0,0,0,69.3,B
370,371,1,1,male,25.0,1,0,55.4417,E
371,372,0,3,male,18.0,1,0,6.4958,C
372,373,0,3,male,19.0,0,0,8.05,C
373,374,0,1,male,22.0,0,0,135.6333,C
374,375,0,3,female,3.0,3,1,21.075,C
375,376,1,1,female,29.69911764705882,1,0,82.1708,C
376,377,1,3,female,22.0,0,0,7.25,C
377,378,0,1,male,27.0,0,2,211.5,C
378,379,0,3,male,20.0,0,0,4.0125,C
379,380,0,3,male,19.0,0,0,7.775,C
380,381,1,1,female,42.0,0,0,227.525,C
381,382,1,3,female,1.0,0,2,15.7417,C
382,383,0,3,male,32.0,0,0,7.925,C
383,384,1,1,female,35.0,1,0,52.0,C
384,385,0,3,male,29.69911764705882,0,0,7.8958,C
385,386,0,2,male,18.0,0,0,73.5,C
386,387,0,3,male,1.0,5,2,46.9,C
387,388,1,2,female,36.0,0,0,13.0,C
388,389,0,3,male,29.69911764705882,0,0,7.7292,C
389,390,1,2,female,17.0,0,0,12.0,C
390,391,1,1,male,36.0,1,2,120.0,B
391,392,1,3,male,21.0,0,0,7.7958,C
392,393,0,3,male,28.0,2,0,7.925,C
393,394,1,1,female,23.0,1,0,113.275,D
394,395,1,3,female,24.0,0,2,16.7,G
395,396,0,3,male,22.0,0,0,7.7958,C
396,397,0,3,female,31.0,0,0,7.8542,C
397,398,0,2,male,46.0,0,0,26.0,C
398,399,0,2,male,23.0,0,0,10.5,C
399,400,1,2,female,28.0,0,0,12.65,C
400,401,1,3,male,39.0,0,0,7.925,C
401,402,0,3,male,26.0,0,0,8.05,C
402,403,0,3,female,21.0,1,0,9.825,C
403,404,0,3,male,28.0,1,0,15.85,C
404,405,0,3,female,20.0,0,0,8.6625,C
405,406,0,2,male,34.0,1,0,21.0,C
406,407,0,3,male,51.0,0,0,7.75,C
407,408,1,2,male,3.0,1,1,18.75,C
408,409,0,3,male,21.0,0,0,7.775,C
409,410,0,3,female,29.69911764705882,3,1,25.4667,C
410,411,0,3,male,29.69911764705882,0,0,7.8958,C
411,412,0,3,male,29.69911764705882,0,0,6.8583,C
412,413,1,1,female,33.0,1,0,90.0,C
413,414,0,2,male,29.69911764705882,0,0,0.0,C
414,415,1,3,male,44.0,0,0,7.925,C
415,416,0,3,female,29.69911764705882,0,0,8.05,C
416,417,1,2,female,34.0,1,1,32.5,C
417,418,1,2,female,18.0,0,2,13.0,C
418,419,0,2,male,30.0,0,0,13.0,C
419,420,0,3,female,10.0,0,2,24.15,C
420,421,0,3,male,29.69911764705882,0,0,7.8958,C
421,422,0,3,male,21.0,0,0,7.7333,C
422,423,0,3,male,29.0,0,0,7.875,C
423,424,0,3,female,28.0,1,1,14.4,C
424,425,0,3,male,18.0,1,1,20.2125,C
425,426,0,3,male,29.69911764705882,0,0,7.25,C
426,427,1,2,female,28.0,1,0,26.0,C
427,428,1,2,female,19.0,0,0,26.0,C
428,429,0,3,male,29.69911764705882,0,0,7.75,C
429,430,1,3,male,32.0,0,0,8.05,E
430,431,1,1,male,28.0,0,0,26.55,C
431,432,1,3,female,29.69911764705882,1,0,16.1,C
432,433,1,2,female,42.0,1,0,26.0,C
433,434,0,3,male,17.0,0,0,7.125,C
434,435,0,1,male,50.0,1,0,55.9,E
435,436,1,1,female,14.0,1,2,120.0,B
436,437,0,3,female,21.0,2,2,34.375,C
437,438,1,2,female,24.0,2,3,18.75,C
438,439,0,1,male,64.0,1,4,263.0,C
439,440,0,2,male,31.0,0,0,10.5,C
440,441,1,2,female,45.0,1,1,26.25,C
441,442,0,3,male,20.0,0,0,9.5,C
442,443,0,3,male,25.0,1,0,7.775,C
443,444,1,2,female,28.0,0,0,13.0,C
444,445,1,3,male,29.69911764705882,0,0,8.1125,C
445,446,1,1,male,4.0,0,2,81.8583,A
446,447,1,2,female,13.0,0,1,19.5,C
447,448,1,1,male,34.0,0,0,26.55,C
448,449,1,3,female,5.0,2,1,19.2583,C
449,450,1,1,male,52.0,0,0,30.5,C
450,451,0,2,male,36.0,1,2,27.75,C
451,452,0,3,male,29.69911764705882,1,0,19.9667,C
452,453,0,1,male,30.0,0,0,27.75,C
453,454,1,1,male,49.0,1,0,89.1042,C
454,455,0,3,male,29.69911764705882,0,0,8.05,C
455,456,1,3,male,29.0,0,0,7.8958,C
456,457,0,1,male,65.0,0,0,26.55,E
457,458,1,1,female,29.69911764705882,1,0,51.8625,D
458,459,1,2,female,50.0,0,0,10.5,C
459,460,0,3,male,29.69911764705882,0,0,7.75,C
460,461,1,1,male,48.0,0,0,26.55,E
461,462,0,3,male,34.0,0,0,8.05,C
462,463,0,1,male,47.0,0,0,38.5,E
463,464,0,2,male,48.0,0,0,13.0,C
464,465,0,3,male,29.69911764705882,0,0,8.05,C
465,466,0,3,male,38.0,0,0,7.05,C
466,467,0,2,male,29.69911764705882,0,0,0.0,C
467,468,0,1,male,56.0,0,0,26.55,C
468,469,0,3,male,29.69911764705882,0,0,7.725,C
469,470,1,3,female,0.75,2,1,19.2583,C
470,471,0,3,male,29.69911764705882,0,0,7.25,C
471,472,0,3,male,38.0,0,0,8.6625,C
472,473,1,2,female,33.0,1,2,27.75,C
473,474,1,2,female,23.0,0,0,13.7917,D
474,475,0,3,female,22.0,0,0,9.8375,C
475,476,0,1,male,29.69911764705882,0,0,52.0,A
476,477,0,2,male,34.0,1,0,21.0,C
477,478,0,3,male,29.0,1,0,7.0458,C
478,479,0,3,male,22.0,0,0,7.5208,C
479,480,1,3,female,2.0,0,1,12.2875,C
480,481,0,3,male,9.0,5,2,46.9,C
481,482,0,2,male,29.69911764705882,0,0,0.0,C
482,483,0,3,male,50.0,0,0,8.05,C
483,484,1,3,female,63.0,0,0,9.5875,C
484,485,1,1,male,25.0,1,0,91.0792,B
485,486,0,3,female,29.69911764705882,3,1,25.4667,C
486,487,1,1,female,35.0,1,0,90.0,C
487,488,0,1,male,58.0,0,0,29.7,B
488,489,0,3,male,30.0,0,0,8.05,C
489,490,1,3,male,9.0,1,1,15.9,C
490,491,0,3,male,29.69911764705882,1,0,19.9667,C
491,492,0,3,male,21.0,0,0,7.25,C
492,493,0,1,male,55.0,0,0,30.5,C
493,494,0,1,male,71.0,0,0,49.5042,C
494,495,0,3,male,21.0,0,0,8.05,C
495,496,0,3,male,29.69911764705882,0,0,14.4583,C
496,497,1,1,female,54.0,1,0,78.2667,D
497,498,0,3,male,29.69911764705882,0,0,15.1,C
498,499,0,1,female,25.0,1,2,151.55,C
499,500,0,3,male,24.0,0,0,7.7958,C
500,501,0,3,male,17.0,0,0,8.6625,C
501,502,0,3,female,21.0,0,0,7.75,C
502,503,0,3,female,29.69911764705882,0,0,7.6292,C
503,504,0,3,female,37.0,0,0,9.5875,C
504,505,1,1,female,16.0,0,0,86.5,B
505,506,0,1,male,18.0,1,0,108.9,C
506,507,1,2,female,33.0,0,2,26.0,C
507,508,1,1,male,29.69911764705882,0,0,26.55,C
508,509,0,3,male,28.0,0,0,22.525,C
509,510,1,3,male,26.0,0,0,56.4958,C
510,511,1,3,male,29.0,0,0,7.75,C
511,512,0,3,male,29.69911764705882,0,0,8.05,C
512,513,1,1,male,36.0,0,0,26.2875,E
513,514,1,1,female,54.0,1,0,59.4,C
514,515,0,3,male,24.0,0,0,7.4958,C
515,516,0,1,male,47.0,0,0,34.0208,D
516,517,1,2,female,34.0,0,0,10.5,F
517,518,0,3,male,29.69911764705882,0,0,24.15,C
518,519,1,2,female,36.0,1,0,26.0,C
519,520,0,3,male,32.0,0,0,7.8958,C
520,521,1,1,female,30.0,0,0,93.5,B
521,522,0,3,male,22.0,0,0,7.8958,C
522,523,0,3,male,29.69911764705882,0,0,7.225,C
523,524,1,1,female,44.0,0,1,57.9792,B
524,525,0,3,male,29.69911764705882,0,0,7.2292,C
525,526,0,3,male,40.5,0,0,7.75,C
526,527,1,2,female,50.0,0,0,10.5,C
527,528,0,1,male,29.69911764705882,0,0,221.7792,C
528,529,0,3,male,39.0,0,0,7.925,C
529,530,0,2,male,23.0,2,1,11.5,C
530,531,1,2,female,2.0,1,1,26.0,C
531,532,0,3,male,29.69911764705882,0,0,7.2292,C
532,533,0,3,male,17.0,1,1,7.2292,C
533,534,1,3,female,29.69911764705882,0,2,22.3583,C
534,535,0,3,female,30.0,0,0,8.6625,C
535,536,1,2,female,7.0,0,2,26.25,C
536,537,0,1,male,45.0,0,0,26.55,B
537,538,1,1,female,30.0,0,0,106.425,C
538,539,0,3,male,29.69911764705882,0,0,14.5,C
539,540,1,1,female,22.0,0,2,49.5,B
540,541,1,1,female,36.0,0,2,71.0,B
541,542,0,3,female,9.0,4,2,31.275,C
542,543,0,3,female,11.0,4,2,31.275,C
543,544,1,2,male,32.0,1,0,26.0,C
544,545,0,1,male,50.0,1,0,106.425,C
545,546,0,1,male,64.0,0,0,26.0,C
546,547,1,2,female,19.0,1,0,26.0,C
547,548,1,2,male,29.69911764705882,0,0,13.8625,C
548,549,0,3,male,33.0,1,1,20.525,C
549,550,1,2,male,8.0,1,1,36.75,C
550,551,1,1,male,17.0,0,2,110.8833,C
551,552,0,2,male,27.0,0,0,26.0,C
552,553,0,3,male,29.69911764705882,0,0,7.8292,C
